word	freq	segmented	gloss
pakta	16	pa-kta	father-?
suksiatsak	16	suk-siatsak	make.become-?
entel	16	en-tel	look-?
nisa	16	ni-sa	day-?
muanna	16	mu-an-na	see.I-?-NMLZ
saddusi	16	sa-ddusi	flesh-?
palikte	16	pa-lik-te	father-?-PL
gambup	15	gam-bup	land-?
omlam	15	om-lam	exist-?
abel	15	a-bel	3SG-?
zakua	15	zak-ua	hear.II-?
piangkhia	15	piang-khia	be.born-?
kenaz	15	ken-az	only-?
tutphah	15	tut-phah	sleep-?
veina	15	ve-i-na	do-?-NMLZ
kizepnate	15	kizepna-te	?-PL
naute	15	na-u-te	2SG-?-PL
nem	15	ne-m	eat-?
tawite	15	tawi-te	?-PL
nisim	15	ni-sim	day-?
izhar	15	i-zhar	1PL.INCL-?
gawina	15	gawi-na	?-NMLZ
banin	15	ba-nin	owe-?
sah	15	sa-h	flesh-?
nunglam	15	nung-lam	live-?
puantungsilh	15	pua-ntungsilh	carry.on.back-?
tuamkoih	15	tuam-koih	promise-?
sehna	15	seh-na	?-NMLZ
pawlpawlin	15	pa-wlpawlin	father-?
pakan	15	pa-kan	father-?
dingkhia	15	ding-khia	stand-?
hatzaw	15	hat-zaw	strong-?
gamtatsiatna	15	gam-tatsiat-na	land-?-NMLZ
zimri	15	zi-mri	wife-?
kinusiate	15	kinusia-te	?-PL
galhiamte	15	galhiam-te	?-PL
hazatna	15	hazat-na	?-NMLZ
innkhum	15	i-nnkhum	1PL.INCL-?
lunggim	15	lung-gim	feel-?
laksakin	15	lak-sakin	take-?
barak	15	ba-rak	owe-?
nuaisiah	15	nu-aisiah	mother-?
khawlsak	15	kha-wlsak	spirit-?
lungnuamin	15	lung-nuamin	feel-?
galsimna	15	galsim-na	?-NMLZ
awn	15	a-wn	3SG-?
nungdelh	15	nung-delh	live-?
omkha	15	om-kha	exist-?
ishbosheth	15	i-shbosheth	1PL.INCL-?
daltuahte	15	dal-tuah-te	hinder-?-PL
bani	15	ba-ni	owe-?
balnen	15	ba-lnen	owe-?
cikin	15	ci-kin	say-?
amariah	15	a-mariah	3SG-?
koihnate	15	koih-na-te	put-?-PL
vanmanpha	15	va-nmanpha	go.and-?
kulhte	15	kulh-te	?-PL
lungduaina	15	lung-duai-na	feel-?-NMLZ
satgawp	15	sat-gawp	strike-?
sangpenpa	15	sang-penpa	high-?
thangpaihna	15	thangpaih-na	?-NMLZ
tungman	15	tung-man	arrive-?
tacilte	14	tacil-te	?-PL
thumnate	14	thu-mna-te	word-?-PL
innkuanpih	14	i-nnkuanpih	1PL.INCL-?
dawnte	14	dawn-te	?-PL
khuhna	14	khuh-na	?-NMLZ
gimpiakna	14	gimpiak-na	?-NMLZ
khamsak	14	kham-sak	forbid-?
siampa	14	siam-pa	be.skilled-?
piasak	14	pia-sak	give-?
tuikuang	14	tui-kuang	water-?
lungngaingai	14	lung-ngaingai	feel-?
nihvei	14	ni-hvei	day-?
nikhat	14	ni-khat	day-?
hukna	14	huk-na	?-NMLZ
koihkhia	14	koih-khia	put-?
nuhin	14	nu-hin	mother-?
siatsak	14	siat-sak	spoil-?
hehpihhuai	14	hehpih-huai	be.angry-?
ngawngah	14	nga-wngah	endure-?
paikhiasak	14	pai-khiasak	go-?
amram	14	a-mram	3SG-?
nahshon	14	na-hshon	2SG-?
kilamdanna	14	kilamdan-na	?-NMLZ
thukna	14	thu-k-na	word-?-NMLZ
paihkhiat	14	pai-hkhiat	go-?
apsa	14	a-psa	3SG-?
nazir	14	na-zi-r	2SG-wife-?
puakin	14	pua-kin	carry.on.back-?
hingte	14	hi-ng-te	be-?-PL
khuaneu	14	khua-neu	town-?
tawmna	14	tawm-na	?-NMLZ
muhdahna	14	muh-dah-na	see.II-?-NMLZ
salte	14	sa-l-te	flesh-?-PL
ankung	14	a-nkung	3SG-?
thakte	14	thak-te	?-PL
lungmuangin	14	lung-muangin	feel-?
khathei	14	kha-thei	spirit-?
hinnom	14	hi-nnom	be-?
ziklag	14	zi-klag	wife-?
bawlnate	14	bawl-na-te	make-?-PL
tauna	14	tau-na	?-NMLZ
vaihawmsak	14	va-ihawmsak	go.and-?
thungen	14	thu-ngen	word-?
ahitub	14	a-hi-tub	3SG-be-?
ahimaaz	14	a-hi-maaz	3SG-be-?
sawmsim	14	sa-wmsim	flesh-?
leengpei	14	leeng-pei	chariot-?
luangkhia	14	luang-khia	corpse-?
galvilna	14	galvil-na	?-NMLZ
ngaihsutsa	14	ngaihsut-sa	consider-?
kareah	14	ka-reah	1SG-?
pashhur	14	pa-shhur	father-?
uksak	14	uk-sak	rule-?
tausangte	14	tausang-te	?-PL
artakzaksis	14	a-rtakzaksis	3SG-?
uksawn	14	uk-sawn	rule-?
zahhuaisak	14	zah-huaisak	fear-?
zuauna	14	zuau-na	?-NMLZ
luitui	14	lu-itui	head-?
hithei	14	hi-thei	be-?
siahdongte	14	siahdong-te	?-PL
awi	14	a-wi	3SG-?
ananias	14	a-nanias	3SG-?
husanna	13	husan-na	?-NMLZ
pungsak	13	pung-sak	increase-?
ciing	13	ci-ing	say-?
mualah	13	mu-alah	see.I-?
tengkhawm	13	teng-khawm	dwell-?
paii	13	pai-i	go-?
hutna	13	hut-na	?-NMLZ
nauzaw	13	na-uzaw	2SG-?
leengkhia	13	leeng-khia	chariot-?
bawngpi	13	ba-wngpi	owe-?
theihkholh	13	theih-kholh	know.II-?
nat	13	na-t	2SG-?
valhtum	13	va-lhtum	go.and-?
gentel	13	gen-tel	speak-?
zuisak	13	zui-sak	follow-?
khawlna	13	kha-wl-na	spirit-?-NMLZ
muat	13	mu-at	see.I-?
piaksak	13	piak-sak	give.to-?
uiphukte	13	uiphuk-te	?-PL
kauphete	13	ka-uphe-te	1SG-?-PL
sunte	13	sun-te	?-PL
tamna	13	tam-na	?-NMLZ
nawl	13	na-wl	2SG-?
mut	13	mu-t	see.I-?
laktel	13	lak-tel	take-?
thukhennate	13	thu-khenna-te	word-?-PL
kangsak	13	ka-ngsak	1SG-?
apna	13	a-p-na	3SG-?-NMLZ
puanbukah	13	pua-nbukah	carry.on.back-?
sihlawh	13	sih-lawh	die-?
hingin	13	hi-ngin	be-?
khualmite	13	khua-lmi-te	town-?-PL
dialkhai	13	dial-khai	call-?
kidalna	13	kidal-na	?-NMLZ
cilna	13	ci-l-na	say-?-NMLZ
agag	13	a-gag	3SG-?
kamsung	13	ka-msung	1SG-?
kamciamna	13	ka-mciam-na	1SG-?-NMLZ
nebo	13	ne-bo	eat-?
siksanin	13	sik-sanin	repent-?
genthuah	13	gen-thuah	speak-?
sanang	13	sa-nang	flesh-?
cingh	13	ci-ngh	say-?
citna	13	ci-t-na	say-?-NMLZ
thumante	13	thu-man-te	word-?-PL
satpa	13	sat-pa	strike-?
kipahna	13	kipah-na	?-NMLZ
kahtohna	13	ka-htoh-na	1SG-?-NMLZ
thakhauh	13	thakha-uh	?-PL
lingkungte	13	lin-gkung-te	hope-?-PL
gina	13	gi-na	?-NMLZ
kihihsakna	13	kihihsak-na	?-NMLZ
khuamialna	13	khua-mial-na	town-?-NMLZ
otna	13	ot-na	?-NMLZ
awngin	13	a-wngin	3SG-?
hanthotna	13	hanthot-na	?-NMLZ
luh	13	lu-h	head-?
muangin	13	mu-angin	see.I-?
khebaite	13	khebai-te	?-PL
omtheih	13	om-theih	exist-?
sawmsimna	13	sa-wmsim-na	flesh-?-NMLZ
masate	13	masa-te	?-PL
netofah	13	ne-tofah	eat-?
ngawn	13	nga-wn	endure-?
theihtheih	13	theih-theih	know.II-?
innlamte	13	i-nnlam-te	1PL.INCL-?-PL
saiha	13	sa-iha	flesh-?
manphate	13	manpha-te	?-PL
sumbuk	13	sum-buk	money-?
kiniamkhiatna	13	kiniamkhiat-na	?-NMLZ
patau	13	pa-tau	father-?
keekin	13	ke-ekin	foot-?
amoz	13	a-moz	3SG-?
pawite	13	pa-wi-te	father-?-PL
annekna	13	a-nnek-na	3SG-?-NMLZ
imcip	13	i-mcip	1PL.INCL-?
genkhit	13	gen-khit	speak-?
deihzaw	13	deih-zaw	want-?
saipras	13	sa-ipras	flesh-?
andru	13	a-ndru	3SG-?
apollos	13	a-pollos	3SG-?
agrippa	13	a-grippa	3SG-?
zaina	12	za-i-na	hear.I-?-NMLZ
nuainung	12	nu-ainung	mother-?
nungsak	12	nung-sak	live-?
thutangin	12	thu-tangin	word-?
lungkhamsak	12	lung-khamsak	feel-?
thunget	12	thu-nget	word-?
khiasuk	12	khia-suk	exit-?
pahin	12	pa-hin	father-?
thukan	12	thu-kan	word-?
matsa	12	mat-sa	grasp-?
itzaw	12	i-tzaw	1PL.INCL-?
ginalote	12	ginalo-te	?-PL
tute	12	tut-e	sleep-?
anah	12	a-nah	3SG-?
bawltawm	12	bawl-tawm	make-?
lunghihmawh	12	lung-hihmawh	feel-?
kimuhna	12	kimuh-na	?-NMLZ
mukhia	12	mu-khia	see.I-?
thatanghat	12	that-anghat	kill-?
khiam	12	khia-m	exit-?
zikri	12	zi-kri	wife-?
abihu	12	a-bihu	3SG-?
khanghamte	12	khang-ham-te	generation-?-PL
sungkuate	12	sungkua-te	?-PL
theihtel	12	theih-tel	know.II-?
nitum	12	ni-tum	day-?
vatmai	12	va-tmai	go.and-?
sahpi	12	sa-hpi	flesh-?
khumcip	12	khum-cip	cover-?
satnen	12	sat-nen	strike-?
thumang	12	thu-mang	word-?
vankhainate	12	va-nkhaina-te	go.and-?-PL
kizopna	12	kizop-na	?-NMLZ
kipsakna	12	kipsak-na	?-NMLZ
zalin	12	za-lin	hear.I-?
multe	12	mu-l-te	see.I-?-PL
kangin	12	ka-ngin	1SG-?
phulakna	12	phulak-na	?-NMLZ
neikhawm	12	nei-khawm	have-?
mawhte	12	mawh-te	?-PL
kampaunate	12	ka-mpauna-te	1SG-?-PL
paisuakin	12	pai-suakin	go-?
tumna	12	tum-na	?-NMLZ
ashtaroth	12	a-shtaroth	3SG-?
sangpi	12	sang-pi	high-?
ento	12	en-to	look-?
maimangsak	12	maimang-sak	shame-?
piaknate	12	piak-na-te	give.to-?-PL
suangtumte	12	suangtum-te	?-PL
gamtatsiat	12	gam-tatsiat	land-?
kalsuanna	12	ka-lsuan-na	1SG-?-NMLZ
diakdiakin	12	diak-diakin	be.different-?
delhna	12	delh-na	?-NMLZ
ashkelon	12	a-shkelon	3SG-?
gamteng	12	gamte-ng	lands-?
meiite	12	meii-te	?-PL
zalmunna	12	za-lmun-na	hear.I-?-NMLZ
thuhaksa	12	thu-haksa	word-?
niamkhiat	12	ni-amkhiat	day-?
citengah	12	ci-tengah	say-?
paikawmin	12	pai-kawmin	go-?
sikhawm	12	sik-hawm	repent-?
khausai	12	kha-usai	spirit-?
bathsheba	12	bat-hsheba	bind-?
barzillai	12	ba-rzillai	owe-?
muanhuaite	12	mu-anhuai-te	see.I-?-PL
luatna	12	lu-at-na	head-?-NMLZ
iddo	12	i-ddo	1PL.INCL-?
humpinelkaite	12	hum-pinelkai-te	cover-?-PL
kikupna	12	kikup-na	?-NMLZ
khahsuah	12	khah-suah	choke-?
kiciamtehna	12	kiciamteh-na	?-NMLZ
paknamtuite	12	pa-knamtui-te	father-?-PL
lungdamkohna	12	lungdam-koh-na	rejoice-?-NMLZ
lakkhiatsak	12	lakkhiat-sak	snatch-?
niliim	12	ni-liim	day-?
bangsakkik	12	ba-ngsakkik	owe-?
thukimpih	12	thu-kimpih	word-?
nungngat	12	nung-ngat	live-?
vashti	12	va-shti	go.and-?
awle	12	a-wle	3SG-?
cimawhin	12	cim-awhin	pierce-?
cihmawhna	12	cih-mawh-na	say.NOM-?-NMLZ
mimawhte	12	mi-mawh-te	person-?-PL
pahtakna	12	pa-htak-na	father-?-NMLZ
zaizai	12	za-izai	hear.I-?
awte	12	a-w-te	3SG-?-PL
thungaihsun	12	thu-ngaihsun	word-?
ukzawh	12	uk-zawh	rule-?
abednego	12	a-bednego	3SG-?
hihtheih	12	hi-htheih	be-?
barabbas	12	ba-rabbas	owe-?
gamtang	11	gam-tang	land-?
neisak	11	nei-sak	have-?
ciangah	11	cian-gah	announce-?
arpakshad	11	a-rpakshad	3SG-?
milkah	11	mi-lkah	person-?
galmatte	11	galmat-te	?-PL
sempa	11	sem-pa	serve-?
mengmeng	11	meng~meng	?~RED
paran	11	pa-ran	father-?
kedar	11	ke-dar	foot-?
cihsa	11	cih-sa	say.NOM-?
tuiluang	11	tui-luang	water-?
khengin	11	khen-gin	divide-?
khawi	11	kha-wi	spirit-?
inncing	11	i-nncing	1PL.INCL-?
khainiang	11	khai-niang	hold-?
zawnna	11	za-wn-na	hear.I-?-NMLZ
dinna	11	din-na	?-NMLZ
vatlum	11	va-tlum	go.and-?
paikhiatpihna	11	paikhiat-pih-na	send.away-?-NMLZ
zawngkhal	11	za-wngkhal	hear.I-?
hingkhawi	11	hi-ngkhawi	be-?
omsuak	11	om-suak	exist-?
bilvang	11	bil-vang	ear-?
kongpuankhai	11	kong-pua-nkhai	1SG→3-carry.on.back-?
peekte	11	peek-te	?-PL
khetphimte	11	khetphim-te	?-PL
dialpi	11	dial-pi	call-?
suangpeekte	11	suangpeek-te	?-PL
maisakin	11	mai-sakin	face-?
khahkhong	11	khah-khong	choke-?
vakhuno	11	vak-huno	walk-?
sathaute	11	sat-hau-te	strike-?-PL
kohna	11	koh-na	?-NMLZ
paang	11	pa-ang	father-?
hawmsak	11	hawm-sak	join-?
sihpih	11	sih-pih	die-?
puasak	11	pua-sak	carry.on.back-?
gensiate	11	gen-sia-te	speak-?-PL
hauh	11	ha-uh	?-PL
anlim	11	a-nlim	3SG-?
kampaute	11	ka-mpau-te	1SG-?-PL
abiram	11	a-biram	3SG-?
luahsak	11	lu-ahsak	head-?
awksak	11	a-wksak	3SG-?
makaihna	11	makaih-na	?-NMLZ
lingte	11	lin-g-te	hope-?-PL
aisante	11	a-isan-te	3SG-?-PL
innkhumzang	11	i-nnkhumzang	1PL.INCL-?
lungkhamin	11	lung-khamin	feel-?
dona	11	do-na	?-NMLZ
thatmang	11	that-mang	kill-?
thatsak	11	that-sak	kill-?
zif	11	zi-f	wife-?
samkhia	11	sam-khia	call-?
ngiate	11	ngia-te	?-PL
abinadab	11	a-binadab	3SG-?
nusian	11	nusia-n	abandon-?
neulai	11	ne-ulai	eat-?
mikmash	11	mi-kmash	person-?
neihtheih	11	neih-theih	have.II-?
melhoihna	11	melhoih-na	?-NMLZ
khensat	11	khen-sat	divide-?
khuaphialep	11	khua-phialep	town-?
veipi	11	ve-ipi	do-?
genzawh	11	gen-zawh	speak-?
thudotna	11	thu-dot-na	word-?-NMLZ
arabia	11	a-rabia	3SG-?
laikhakte	11	laikhak-te	?-PL
naungekte	11	na-ungek-te	2SG-?-PL
minliatna	11	min-liat-na	name-?-NMLZ
pukna	11	puk-na	?-NMLZ
khawk	11	kha-wk	spirit-?
mipi	11	mi-pi	person-?
hatsak	11	hat-sak	strong-?
thuthuk	11	thu-thuk	word-?
deihsak	11	deih-sak	want-?
ngaihsunsun	11	ngaihsun-sun	think-?
munkip	11	mu-nkip	see.I-?
keutum	11	keu-tum	dig-?
zuazua	11	zua~zua	?~RED
lohnate	11	lohna-te	?-PL
pilvang	11	pil-vang	learn-?
maangmuhnate	11	maangmuhna-te	?-PL
kangtumsak	11	ka-ngtumsak	1SG-?
sapi	11	sa-pi	flesh-?
zineipa	11	zi-neipa	wife-?
iskariot	11	i-skariot	1PL.INCL-?
paipel	11	pai-pel	go-?
piathei	11	pia-thei	give-?
neuzaw	10	ne-uzaw	eat-?
vakvai	10	vak-vai	walk-?
khanglai	10	khang-lai	generation-?
tawlette	10	tawlet-te	?-PL
peuhmahte	10	peuhmah-te	?-PL
maingat	10	mai-ngat	face-?
tonu	10	to-nu	sit-?
lumlet	10	lum-let	warm-?
kilatna	10	kilat-na	?-NMLZ
munin	10	mu-nin	see.I-?
paddanaram	10	pa-ddanaram	father-?
lingin	10	lin-gin	hope-?
lumsuk	10	lum-suk	warm-?
bilhah	10	bil-hah	ear-?
hanciamna	10	hanciam-na	?-NMLZ
almond	10	a-lmond	3SG-?
ngahsa	10	ngah-sa	get-?
adullam	10	a-dullam	3SG-?
khiatsak	10	khia-tsak	exit-?
keusak	10	keu-sak	dig-?
gilkialte	10	gilkial-te	?-PL
mualpang	10	mu-alpang	see.I-?
mushi	10	mu-shi	see.I-?
hihin	10	hi-hin	be-?
gammang	10	gam-mang	land-?
luahin	10	lu-ahin	head-?
gamtasak	10	gam-tasak	land-?
anpal	10	a-npal	3SG-?
palsatin	10	pa-lsatin	father-?
kattum	10	ka-ttum	1SG-?
samul	10	sam-ul	call-?
paipai	10	pai-pai	go-?
nit	10	ni-t	day-?
siansuahna	10	siansuah-na	?-NMLZ
buakhia	10	buak-hia	fight-?
puteekte	10	pute-ek-te	ancestors-?-PL
poina	10	poi-na	?-NMLZ
khenkhat	10	khen-khat	divide-?
nilkhia	10	ni-lkhia	day-?
phate	10	pha-te	?-PL
ammihud	10	a-mmihud	3SG-?
sawmsagihte	10	sa-wmsagih-te	flesh-?-PL
gensiat	10	gen-siat	speak-?
langpanna	10	langpan-na	?-NMLZ
zahtakhuai	10	zahtak-huai	honor-?
saupi	10	sau-pi	long-?
satkham	10	sat-kham	strike-?
kadeshbarnea	10	ka-deshbarnea	1SG-?
songte	10	song-te	?-PL
puanza	10	pua-nza	carry.on.back-?
nihun	10	ni-hun	day-?
ensuk	10	en-suk	look-?
siatnate	10	siat-na-te	spoil-?-PL
lampial	10	lampi-al	way-?
mante	10	man-te	?-PL
aijalon	10	a-ijalon	3SG-?
kedesh	10	ke-desh	foot-?
mukha	10	mu-kha	see.I-?
nahash	10	na-hash	2SG-?
khempeuha	10	khem-peuha	restrain-?
naupangno	10	na-upa-ngno	2SG-elder-?
kalhna	10	ka-lh-na	1SG-?-NMLZ
zineute	10	zi-neu-te	wife-?-PL
lungdampih	10	lungdam-pih	rejoice-?
zaza	10	za-za	hear.I-?
innliim	10	i-nnliim	1PL.INCL-?
kingaknate	10	kingakna-te	?-PL
kigente	10	kigen-te	?-PL
thumveina	10	thu-mvei-na	word-?-NMLZ
sazian	10	sa-zian	flesh-?
puakkhiat	10	pua-kkhiat	carry.on.back-?
neko	10	nek-o	eat.II-?
malkhijah	10	mal-khijah	be.dry-?
immer	10	i-mmer	1PL.INCL-?
inntualah	10	i-nntualah	1PL.INCL-?
bawlpha	10	bawl-pha	make-?
ziate	10	zi-a-te	wife-?-PL
zahpih	10	zah-pih	fear-?
awgingte	10	a-wging-te	3SG-?-PL
laibute	10	laibu-te	?-PL
thongkiatna	10	thongkiat-na	?-NMLZ
cihmawh	10	cih-mawh	say.NOM-?
lungzinna	10	lung-zin-na	feel-?-NMLZ
keugaw	10	keu-gaw	dig-?
sikkol	10	sik-kol	repent-?
khauhin	10	kha-uhin	spirit-?
kineite	10	kinei-te	?-PL
siahna	10	siah-na	?-NMLZ
hilhnate	10	hilh-na-te	teach-?-PL
khanlawh	10	kha-nlawh	spirit-?
kisialhna	10	kisialh-na	?-NMLZ
sikkawi	10	sik-kawi	repent-?
semkhia	10	sem-khia	serve-?
innkiu	10	i-nnkiu	1PL.INCL-?
piathuah	10	pia-thuah	give-?
mawhnopna	10	mawhnop-na	?-NMLZ
thatnuam	10	that-nuam	kill-?
neriah	10	ne-riah	eat-?
naupangnote	10	na-upa-ngno-te	2SG-elder-?-PL
bangteng	10	ba-ngteng	owe-?
amos	10	a-mos	3SG-?
vokte	10	vok-te	?-PL
kineihkhemte	10	kineihkhem-te	?-PL
pupite	10	pupi-te	?-PL
kawtsak	9	ka-wtsak	1SG-?
khukte	9	khuk-te	?-PL
laksa	9	lak-sa	take-?
hoihnono	9	hoih-nono	be.good-?
hehnepna	9	hehnep-na	?-NMLZ
sanin	9	sa-nin	flesh-?
eng	9	en-g	look-?
luz	9	lu-z	head-?
bilbahte	9	bil-bah-te	ear-?-PL
thongkiate	9	thongkia-te	?-PL
zungbuh	9	zungb-uh	?-PL
antang	9	a-ntang	3SG-?
giahna	9	giah-na	?-NMLZ
karmi	9	ka-r-mi	1SG-?-NMLZ.AG
piazaw	9	pia-zaw	give-?
tuihual	9	tui-hual	water-?
sawlpang	9	sawl-pang	send-?
netniamna	9	ne-tniam-na	eat-?-NMLZ
milip	9	mi-lip	person-?
vatgawpin	9	va-tgawpin	go.and-?
lohte	9	loh-te	?-PL
minthangin	9	minthan-gin	bless-?
khuttum	9	khut-tum	hand-?
cinatna	9	ci-nat-na	say-?-NMLZ
keelmul	9	keel-mul	heel-?
taitehte	9	taiteh-te	?-PL
nawlnung	9	na-wlnung	2SG-?
iik	9	i-ik	1PL.INCL-?
ala	9	a-la	3SG-?
puankhai	9	pua-nkhai	carry.on.back-?
kisilna	9	kisil-na	?-NMLZ
balnenin	9	ba-lnenin	owe-?
bukkong	9	buk-kong	ambush-?
miphak	9	mi-phak	person-?
kihhuaina	9	kihhuai-na	?-NMLZ
kisehte	9	kiseh-te	?-PL
hamsiatna	9	hamsiat-na	?-NMLZ
pataukohna	9	pa-taukoh-na	father-?-NMLZ
kawmah	9	ka-wmah	1SG-?
zakkur	9	zak-kur	hear.II-?
zuikha	9	zui-kha	follow-?
puanmongteep	9	pua-nmongteep	carry.on.back-?
taneute	9	taneu-te	?-PL
pammaih	9	pa-mmaih	father-?
tatsat	9	tat-sat	strike-?
hehluatna	9	hehluat-na	?-NMLZ
tecite	9	teci-te	?-PL
sawtpi	9	sa-wtpi	flesh-?
phuh	9	ph-uh	?-PL
vah	9	va-h	go.and-?
sihsak	9	sih-sak	die-?
sukgawp	9	suk-gawp	make.become-?
paipihsuk	9	paipih-suk	accompany-?
kitangsapna	9	kitangsap-na	?-NMLZ
omkhak	9	om-khak	exist-?
lakkhia	9	lak-khia	take-?
nawt	9	na-wt	2SG-?
delhte	9	delh-te	?-PL
genkhiat	9	gen-khiat	speak-?
lungmang	9	lung-mang	feel-?
suaksakin	9	suak-sakin	become-?
thun	9	thu-n	word-?
lutsak	9	lut-sak	enter-?
vatin	9	va-tin	go.and-?
arab	9	a-rab	3SG-?
abiezer	9	a-biezer	3SG-?
diktat	9	dik-tat	straight-?
munmuanhuaite	9	mu-nmuanhuai-te	see.I-?-PL
hihzo	9	hi-hzo	be-?
omlaiteng	9	om-laiteng	exist-?
naunu	9	na-unu	2SG-?
sukkhak	9	suk-khak	make.become-?
kongzingah	9	kong-zi-ngah	1SG→3-wife-?
cinten	9	ci-nten	say-?
thalte	9	thal-te	?-PL
sangsak	9	sang-sak	high-?
patna	9	pa-t-na	father-?-NMLZ
lokhawhna	9	lokhawh-na	?-NMLZ
galvilte	9	galvil-te	?-PL
cithuah	9	ci-thuah	say-?
baanah	9	ba-anah	owe-?
kongcing	9	kong-ci-ng	1SG→3-say-?
sattan	9	sat-tan	strike-?
innlam	9	i-nnlam	1PL.INCL-?
paizia	9	pai-zia	go-?
satpuk	9	sat-puk	strike-?
lunggulhna	9	lung-gulh-na	feel-?-NMLZ
araunah	9	a-raunah	3SG-?
gamlum	9	gam-lum	land-?
zangsak	9	zang-sak	use-?
semsemin	9	sem-semin	serve-?
zonna	9	zon-na	?-NMLZ
thudot	9	thu-dot	word-?
adaiah	9	a-daiah	3SG-?
tofeth	9	to-feth	sit-?
pannate	9	pa-nna-te	father-?-PL
liailiai	9	liai~liai	?~RED
upadi	9	upa-di	elder-?
omsakkik	9	om-sakkik	exist-?
nehemiah	9	ne-hemiah	eat-?
adar	9	a-dar	3SG-?
sanballat	9	sa-nballat	flesh-?
zahkona	9	zah-ko-na	fear-?-NMLZ
kikholhpihte	9	kikholhpih-te	?-PL
paupau	9	pau-pau	speak-?
paihkhiatsak	9	pai-hkhiatsak	go-?
pianma	9	pia-nma	give-?
mialsak	9	mi-alsak	person-?
kihisakte	9	kihisak-te	?-PL
lawpna	9	lawp-na	?-NMLZ
lingkung	9	lin-gkung	hope-?
zahhuai	9	zah-huai	fear-?
thutangte	9	thu-tang-te	word-?-PL
kampi	9	ka-mpi	1SG-?
piakkhong	9	piak-khong	give.to-?
ngente	9	ngen-te	?-PL
thadahpa	9	thadah-pa	forgive-?
itluat	9	i-tluat	1PL.INCL-?
liammate	9	liamma-te	?-PL
dialkaih	9	dial-kaih	call-?
ngahzawh	9	ngah-zawh	get-?
vawhpa	9	va-whpa	go.and-?
zinei	9	zi-nei	wife-?
zattheih	9	za-ttheih	hear.I-?
kihamsiatna	9	kihamsiat-na	?-NMLZ
omngei	9	om-ngei	exist-?
khutlekhezaw	9	khut-lekhezaw	hand-?
baihzaw	9	ba-ihzaw	owe-?
lungdamhuai	9	lungdam-huai	rejoice-?
innteek	9	i-nnteek	1PL.INCL-?
kaiafas	9	ka-iafas	1SG-?
septheih	9	sep-theih	work-?
nitawp	9	ni-tawp	day-?
nungtate	8	nung-ta-te	live-?-PL
adah	8	a-dah	3SG-?
tumte	8	tum-te	?-PL
enosh	8	en-osh	look-?
khentat	8	khen-tat	divide-?
tuikhukte	8	tui-khuk-te	water-?-PL
lud	8	lu-d	head-?
khualzinin	8	khua-lzinin	town-?
ngamna	8	nga-m-na	endure-?-NMLZ
vawhin	8	va-whin	go.and-?
ciahsakkik	8	ciah-sakkik	return-?
cingnu	8	ci-ngnu	say-?
innluahza	8	i-nnluahza	1PL.INCL-?
suh	8	s-uh	?-PL
puang	8	pua-ng	carry.on.back-?
khakna	8	kha-k-na	spirit-?-NMLZ
zawt	8	za-wt	hear.I-?
mundang	8	mu-ndang	see.I-?
hawmguakin	8	hawm-guakin	join-?
letsongin	8	let-songin	return-?
suksak	8	suk-sak	make.become-?
bai	8	ba-i	owe-?
zibeon	8	zi-beon	wife-?
hoihlamin	8	hoih-lamin	be.good-?
milipun	8	mi-lipun	person-?
penna	8	pen-na	?-NMLZ
vutte	8	vut-te	?-PL
hitaseleh	8	hi-taseleh	be-?
khamkhop	8	kham-khop	forbid-?
tuisuak	8	tui-suak	water-?
lutangin	8	lut-angin	enter-?
khialkha	8	khial-kha	err-?
anpalte	8	a-npal-te	3SG-?-PL
sapfaia	8	sa-pfaia	flesh-?
vunte	8	vun-te	?-PL
siklen	8	sik-len	repent-?
zepna	8	zep-na	?-NMLZ
tuibuah	8	tui-buah	water-?
khutsiam	8	khut-siam	hand-?
thutakna	8	thu-tak-na	word-?-NMLZ
sintuamte	8	sintuam-te	?-PL
maingatin	8	mai-ngatin	face-?
kihhuaite	8	kihhuai-te	?-PL
musane	8	mu-sane	see.I-?
kisiansuahna	8	kisiansuah-na	?-NMLZ
baan	8	ba-an	owe-?
kikoihna	8	kiko-ih-na	cry.out-?-NMLZ
khakcip	8	kha-kcip	spirit-?
innlak	8	i-nnlak	1PL.INCL-?
koihsa	8	koih-sa	put-?
khangkhangin	8	khang-khangin	generation-?
atkhia	8	a-tkhia	3SG-?
zuakna	8	zuak-na	?-NMLZ
kantel	8	ka-ntel	1SG-?
gamaliel	8	gam-aliel	land-?
innkuankuanin	8	i-nnkuankuanin	1PL.INCL-?
kinuh	8	kin-uh	?-PL
khemosh	8	khem-osh	restrain-?
thuthei	8	thu-thei	word-?
angvan	8	a-ngvan	3SG-?
papi	8	pa-pi	father-?
hinglai	8	hi-nglai	be-?
sausak	8	sau-sak	long-?
luangsuk	8	luang-suk	corpse-?
vuite	8	vui-te	?-PL
luahte	8	lu-ah-te	head-?-PL
nawhsa	8	na-whsa	2SG-?
nungakna	8	nung-ak-na	live-?-NMLZ
genpih	8	gen-pih	speak-?
tunglam	8	tung-lam	arrive-?
hihnate	8	hi-hna-te	be-?-PL
luzang	8	lu-zang	head-?
gilkialna	8	gilkial-na	?-NMLZ
lunghimawhin	8	lung-himawhin	feel-?
hilote	8	hi-lo-te	be-?-PL
akhan	8	a-kha-n	3SG-spirit-?
